_id;author_details;title;isbn;description;genre
336;Feuerbach, Ludwig;L'essenza Della Religione;9788877108944;"""L'affermazione che la religione è per l'uomo qualcosa di innato e naturale è falsa, se si fanno passare per religione in generale le idee e le rappresentazioni del teismo, e cioè della fede in Dio vera e propria, ma è perfettamente vera, se per religione non s'intende altro che il senso di dipendenza - il sentimento, o la coscienza, che l'uomo ha di non esistere, e di non poter esistere, senza un altro essere distinto da lui, e di non dovere a se stesso la propria esistenza. La religione in questo senso non è meno intrinseca e connaturata all'uomo di quanto lo sia la luce all'occhio, l'aria al polmone, il cibo allo stomaco. Religione significa riconoscere ciò che io sono, prenderne atto. Ma, anzitutto, io non sono un essere che possa esistere senza luce, senz'aria, senz'acqua, senza terra, senza cibo, indipendentemente dalla natura. Nell'animale e nell'uomo che è ancora vicino allo stato animale questa dipendenza è ancora incosciente, irriflessa; elevarla a coscienza, rappresentarla, riconoscerla, prenderne atto significa elevarsi alla religione. Così tutta la vita dipende dalla successione delle stagioni; ma solo l'uomo celebra questa successione in rappresentazioni drammatiche, in feste. Ma queste feste, che non esprimono e non rappresentano altro che il corso delle stagioni o le fasi lunari, sono le professioni religiose prime, più antiche, più autentiche e genuine dell'umanità"".";Religion / Philosophy
337;M., VERGES Jacques|Vergès, Jacques M.;Strategia Del Processo Politico;9788806235154;Trad. di C. Lusignoli. Prefazione di Amar Bentoumi 8vo pp. 116 broch;Political Science / Human Rights
338;Semprun, Jaime;Dialoghi Sul Compimento Dei Tempi Moderni;;;
339;Dürrenmatt, Friedrich;Il Minotauro;;;
340;Brinton, Maurice;L'irrazionale in Politica;;;
341;Asimov, Isaac|Serra, Laura;Io, Robot;9788804534105;"Pubblicata per la prima volta nel 1950, questa celebre antologia raccoglie i più significativi racconti che il più prolifico e famoso scrittore di fantascienza di tutti i tempi ha dedicato ai robot. È proprio in questo libro che Asimov detta le tre Leggi della robotica, che regolano appunto il comportamento delle ""macchine pensanti"" e che da allora in poi sono alla base di tutta la letteratura del genere.";Fiction / Science Fiction / General
342;Lorenz, Konrad|Pandolfi, Amina;E L'uomo Incontrò Il Cane;9788845901638;A Konrad Lorenz è stato conferito il Premio Nobel 1973 per la medicina in riconoscimento della sua opera fondatrice di una scienza che rivela sempre più la sua enorme portata: l'etologia. Ma Lorenz non è soltanto un grande scienziato: pochi libri hanno affascinato così tanti lettori in questi ultimi anni come le storie di animali da lui magistralmente raccontate nell'<em>Anello di Re Salomone</em>. Ora, in <em>E l'uomo incontrò il cane</em>, il lettore troverà una sorta di proseguimento di quelle storie, tutto dedicato all'animale che più di ogni altro crediamo di conoscere e sul quale però tante cose abbiamo da scoprire – il cane. Lorenz ci guida qui innanzitutto verso le origini dell'«incontro» fra l'uomo e il cane, quando il rapporto era piuttosto con i due, assai differenti, antenati dei cani attuali: lo sciacallo e il lupo. Queste origini lasciano le loro tracce in tutte le complesse forme di intesa, obbedienza, odio, fedeltà, nevrosi che si sono stabilite nel corso della storia fra cane e padrone. Spesso ricorrendo a dei casi a lui stesso avvenuti, Lorenz riesce in queste pagine a illuminare rapidamente tutto l'arco della «caninità» con la grazia di un vero narratore, con la precisione e la sottigliezza di uno scienziato che ha aperto nuove vie proprio nello studio di questi temi, con la fertile intelligenza di un pensatore che, attraverso le sue ricerche sugli animali, è riuscito a porre i problemi umani in una nuova luce.;Science / Life Sciences / Zoology / General
343;Fortini, Franco;Breve Secondo Novecento;9788887058246;;Literary Criticism / General
344;Brecht, Bertolt|Castellani, Emilio;Vita Di Galileo;9788806062965;"Frutto di diverse stesure, la commedia nasce negli anni che precedono immediatamente la Seconda guerra mondiale e che vedono sperimentare e utilizzare a fini bellici la scissione dell'atomo, gli anni in cui si compie definitivamente una paurossa frattura tra progresso tecnico e progresso sociale. La figura di Galileo, lo scienziato che con le sue rivoluzionarie intuizioni rischia di mettere a repentaglio gli equilibri teologici e sociali del suo tempo e che si piega alla ritrattazione per timore della tortura e per mancanza di agonismo eroico, è la metafora dello scienzito moderno, dell'intellettuale perseguitato dall'inesorabile binomio scienza-fanatismo. Eppure, nonostante il suo intimo dissidio, la sua contraddittorietà, questo Galileo brechtiano è figura umanamente ricca, moderna proprio perché, pur asserendo in modo geniale la verità contro l'ignoranza, la superstizione e il conformismo, egli resta in bilico perenne tra due fronti. Dramma implicitamente antiatomico, ""Vita di Galileo"" mantiene oggi, al di là della sua straordinaria efficacia scenica, una notevole attualità proprio tematizzando la figura degli scienziati ""deboli"", subalterni al potere politico, ""gnomi"" venali, troppo spesso privi di coraggio etico.";Drama / General
345;Jodorowsky, Alejandro|Guadalupi, Gianni;Quando Teresa Si Arrabbiò Con Dio;9788807814686;"In this wildly imaginative, powerfully moving, “psychomagical” autobiography, legendary filmmaker Alejandro Jodorowsky tells the story of how his Russian Jewish grandfather (also named Alejandro), his fiery wife, Teresa, and their four children moved to Chile under fake passports and assumed Christian identities, with only a half-kopek to their name, and no idea how they’d forge their new lives.  <br><br>The book is a visionary family saga filled with ancestors both mythical and real—including relatives always covered in bees, women who commune with wolves, snake charmers, and militant anarchists. <em>Where the Bird Sings Best</em> owes its title to Jean Cocteau’s reflection: “A bird sings best on its family tree.” Drawing on history, ancestral legends, and intimate family stories, in this memoir Jodorowsky brings to bear the same unique storytelling genius he has brought to his iconic films <em>El Topo</em>, <em>The Holy Mountain</em>, and <em>The Dance of Reality</em> in this deeply personal search for his roots.<br><br>REVIEWS<br><br>“This epic family saga, reminiscent of Gabriel Garcia Marquez's Cien anos de soledad (One Hundred Years of Solitude) in structure and breadth, reads at a breakneck pace. Though ostensibly a novelization of the author's own family history, it is a raucous carnival of the surreal, mystical, and grotesque....It weaves together Jewish philosophy, passion, humor, Tarot, ballet, circuses, natural disasters, spectacular suicides, lion tamers, knife throwers, Catholic devotion, farmers, betrayals, prostitutes, leftist politics, political violence, and the ghost of a wise rabbi who follows the family from the Old World to the New.”<br><br>—Publishers Weekly<br><br>""I divide the world into two categories: the originals, and the ones who follow. The originals are the people looking differently, who take the simple elements of everyday life and make miracles. And for me, Alejandro, you are the one original.""  <br><br>–Marina Abramovi?<br><br><br>ABOUT THE AUTHOR<br><br><strong>Alejandro Jodorowsky</strong> was born to Ukrainian Jewish immigrants in Tocopilla, Chile. From an early age, he became interested in mime and theater; at the age of 23, he left for Paris to pursue the arts, and has lived there ever since. A friend and companion of Fernando Arrabal and Roland Topor, he founded the Panic movement and has directed several classic films of this style, including <em>The Holy Mountain</em>, <em>El Topo</em> and <em>Santa Sangre</em>. A mime artist, specialist in the art of tarot, and prolific author, he has written novels, poetry, short stories, essays, and over thirty successful comic books, working with such highly regarded comic book artists as Moebius and Bess. Restless Books will be publishing three of Jodorowsky's best-known books for the first time in English: <em>Donde mejor canta un pájaro</em>, <em>El niño del jueves negro</em> and <em>Albina y los hombres perros</em>.";Fiction / General
346;Brecht, Bertolt|Cases, Cesare;I Capolavori Di Brecht: L' Opera Da Tre Soldi Santa Giovanna Dei MacElli L'eccezione E La Regola Madre Courage E I Suoi Figli;;"Dall'""Opera da tre soldi"", il dramma che portò Bertolt Brecht a un clamoroso successo, a ""L'eccezione e la regola"", parabola sulla perversione di una società di «ordinato disordine»; da ""Madre Courage e i suoi figli"", la cronaca di un conflitto che per trent'anni sconvolse la Germania del Seicento, a ""Vita di Galileo"", la pièce sulla difficile posizione dello scienziato nella società. Questa nuova edizione del teatro brechtiano presenta una scelta dei testi piú rappresentativi del drammaturgo tedesco, con le note ai testi dello stesso Brecht.<br>Dagli anni Trenta a oggi la fama di Bertolt Brecht ha seguito alterne vicende, ma ogniqualvolta la lezione del teatro epico veniva data per superata subentrava prontamente una nuova fase di vitalità. A piú di cento anni dalla nascita del drammaturgo, la lezione brechtiana non può che essere considerata una ferma acquisizione della drammaturgia novecentesca.";
347;Anderson, Andy;Ungheria '56;;;Guerra, Resistenza e Storia Del PCI
348;Engels, Friedrich;Per La Storia Della Lega Dei Comunisti;;;
349;Brecht, Bertolt;Vita Di Galileo;9788806219093;"Brecht rielaborò, in tre distinte riprese fino a pochi mesi dalla morte, questo dramma, centrale nella sua produzione sia sul piano drammaturgico che su quello morale; un ritratte chiaroscurato e contraddittorio del grande scienziato pisano, la cui indefessa ricerca della verità si trasforma a poco a poco in una sorta di vizio, di personale intemperanza intellettuale. La presente edizione offre un'ampia introduzione, che situa l'autore e l'opera nel loro contesto storico e letterario, il testo originale nella versione definitiva e integrale con la traduzione a fronte, e un corredo di note che chiariscono le difficoltà linguistiche e forniscono precisazioni culturali, d'ambiente e di costume.";Drama / General
350;Retz, Cardinale Di;La Congiura Del Conte Gian Luigi Fieschi;;;Guerra, Resistenza e Storia Del PCI
351;Péret, Benjamin;Le Ruggini Ingabbiate I Coglioni Arrabbiati;;;
352;Voltaire, ;Candido;9789707321809;Read by Jack Davenport<br><br>Candide, published simultaneously in five European capitals in 1759, became an instant best seller and is now regarded as one of the key texts of the Enlightenment. Voltaire’s preoccupations with evil and with various kinds of human folly and intolerance found a perfect vehicle in the philosophical tale. A master storyteller, he combined often wildly entertaining action with profoundly serious sense, parodying the traditional chivalric and oriental tales with which his public was more familiar to create a witty allegory of a young man whose optimism gives way to disillusionment after a series of terrible misfortunes.<br><br>3 hrs and 26 mins <br>Unabridged;Politica
353;Caccia, Guido;L'altrocomunismo Nella Rivoluzione Russa;;;Guerra, Resistenza e Storia Del PCI
354;Comunista, Centro Di Ricerca Per L'azione;Lotta Sporca;;;
355;Settimelli, Leoncarlo|Falavolti, Laura;Canti Socialisti E Comunisti. a Cura Di Leoncarlo Settimelli E Laura Falavolti;;;
356;Lafargue, Paul|Dommanget, Maurice|Bini, Susanna|Marazzi, Antonella;Il Diritto Alla Pigrizia;9788885378773;"""Una strana follia possiede le classi operaie delle nazioni in cui regna la civilizzazione capitalista. Questa follia è l'amore per il lavoro"". Negli ultimi decenni dell'Ottocento, l'autore - militante comunista di origine cubana e genero di Karl Marx - vede con orrore che il movimento operaio abbocca all'esca della ""ideologia del lavoro"": lavoro alienante, degradante, svolto da donne e bambini, con orari e ritmi insostenibili. Questo testo è la denuncia della condizione operaia e delle contraddizioni del capitalismo, che produce un'immane quantità di merci e che deve mantenere categorie improduttive (politici e militari) per avere qualcuno a cui vendere quella ""robaccia"". Ma l'autore rassicura: ""Una risata li seppellirà"".";Politica
357;Cirillo, Francesco;I Fiordalisi E Il Grillo Pensante;;;
358;Debord, Guy;Il Pianeta Malato;9788874520817;"Tre saggi dello scrittore e cineasta francese, scritti nel 1971, di una straordinaria, preveggente attualità: uno scritto sul declino dell'economia, uno sull'ideologia in Cina, mentre il terzo, che dà il titolo alla raccolta, affronta la polluzione e la distruzione dell'ambiente, che sono ormai il nostro spettacolo quotidiano. ""Una società sempre più malata, ma sempre più potente, ha ricreato il mondo come ambiente e scenario della sua malattia, come pianeta malato"". C'è una cura alla degradazione? Debord crede di sì. Possiamo ancora scegliere, se siamo capaci di vincere la paura, di fidarci delle nostre forze e di rimettere in questione l'immagine del potere e del ""progresso"". L'idea di una necessaria ""decrescita"" si affaccia qui per la prima volta.";Social Science / General
359;Kampf, Leopoldo;La Vigilia;;;
360;Éluard, Paul|Péret, Benjamin|Éluard, Benjamin Péret Paul;Proverbi Surrealisti;9788872265680;"Non solo poesia, non solo proclami e manifesti: ci sono anche proverbi surrealisti, una leccornia ignota. Frasi senza senso, come potrebbe sembrare di primo acchito, oppure con un nuovo senso e, di conseguenza, nuova realtà. La stessa saggezza che si incontra nei ""veri"" proverbi della tradizione popolare, anche loro illogici, realisticamente incerti, in una parola surrealisti.";Literary Collections / General
